OBJECTID,Shape,Join_Count,TARGET_FID,Crash_Year,Crash_Street,Crash_Ref_Number,Crash_Severity,Crash_Year,Crash_Month,Crash_Day_Of_Week,Crash_Hour,Crash_Nature,Crash_Type,Crash_Longitude_GDA94,Crash_Latitude_GDA94,Crash_Street,Crash_Street_Intersecting,Loc_Suburb,Loc_Local_Government_Area,Loc_Post_Code,Loc_Police_Division,Loc_Police_District,Loc_Police_Region,Loc_Queensland_Transport_Region,Loc_Main_Roads_Region,Loc_ABS_Statistical_Area_2,Loc_ABS_Statistical_Area_3,Loc_ABS_Statistical_Area_4,Loc_ABS_Remoteness,Loc_State_Electorate,Loc_Federal_Electorate,Crash_Controlling_Authority,Crash_Roadway_Feature,Crash_Traffic_Control,Crash_Speed_Limit,Crash_Road_Surface_Condition,Crash_Atmospheric_Condition,Crash_Lighting_Condition,Crash_Road_Horiz_Align,Crash_Road_Vert_Align,Crash_DCA_Code,Crash_DCA_Description,Crash_DCA_Group_Description,Count_Casualty_Fatality,Count_Casualty_Hospitalised,Count_Casualty_MedicallyTreated,Count_Casualty_MinorInjury,Count_Casualty_Total,Count_Unit_Car,Count_Unit_Motorcycle_Moped,Count_Unit_Truck,Count_Unit_Bus,Count_Unit_Bicycle,Count_Unit_Pedestrian,Count_Unit_Other,Shape_Length,Shape_Area
154,Polygon,38,154,2,Kennedy Hwy,284657,Hospitalisation,2005,March,Thursday,16,Angle,Multi-Vehicle,145.478839,-17.223096,Kennedy Hwy,Main St,Tolga,Tablelands Region,4882,Atherton,Far North,Northern,Northern,North Queensland,Atherton,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,State-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,1,0,0,1,2,0,0,0,0,0,0,0.030078,0.000003
155,Polygon,9,155,2,Landsborough Hwy,239872,Hospitalisation,2005,August,Monday,19,Overturned,Single Vehicle,146.910222,-26.137591,Landsborough Hwy,<Null>,Clara Creek,Murweh Shire,4468,Morven,South West,Southern,Southern,Downs South West,Charleville,Outback - South,Queensland - Outback,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,2,0,0,2,0,0,1,0,0,0,0,0.01065,0.000001
156,Polygon,22,156,2,Leichhardt Hwy,232017,Hospitalisation,2005,February,Tuesday,7,Sideswipe,Multi-Vehicle,150.334862,-28.003215,Leichhardt Hwy,Zupp Rd,Calingunee,Goondiwindi Region,4390,Goondiwindi,Darling Downs,Southern,Southern,Downs South West,Inglewood - Waggamba,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Grade,201,Veh'S Opposite Approach: Head On,Head-on,0,2,0,0,2,1,0,1,0,0,0,0,0.026329,0.000002
157,Polygon,2,157,2,Mitchell Hwy,239543,Hospitalisation,2005,January,Saturday,16,Hit object,Single Vehicle,145.761223,-28.102791,Mitchell Hwy,<Null>,Cunnamulla,Paroo Shire,4490,Cunnamulla,South West,Southern,Southern,Downs South West,Far South West,Outback - South,Queensland - Outback,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,0,0,1,0,0,0,0,0.002399,0
158,Polygon,3,158,2,Moonie Hwy,234989,Hospitalisation,2005,October,Tuesday,16,Overturned,Single Vehicle,149.734535,-27.921683,Moonie Hwy,<Null>,Westmar,Western Downs Region,4422,Meandarra,South West,Southern,Southern,Downs South West,Tara,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,702,Off Path-Straight: Right Off Cway,Off carriageway on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.003611,0
159,Polygon,32,159,2,Mt Lindesay Hwy,67841,Hospitalisation,2005,April,Monday,6,Rear-end,Multi-Vehicle,152.938163,-28.035335,Mt Lindesay Hwy,Mundoolun Rd,Josephville,Scenic Rim Region,4285,Beaudesert,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,301,Veh'S Same Direction: Rear End,Rear-end,0,2,0,0,2,1,0,1,0,0,0,0,0.015743,0.000002
160,Polygon,4,160,2,Mulligan Hwy,292570,Hospitalisation,2005,April,Friday,7,Angle,Multi-Vehicle,145.033576,-15.697324,Mulligan Hwy,<Null>,Lakeland,Cook Shire,4871,Cooktown,Far North,Northern,Northern,North Queensland,Cape York,Far North,Queensland - Outback,Remote,Cook,Leichhardt,State-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Smoke/Dust,Daylight,Straight,Level,506,Veh'S Overtaking: Overtake-Right Turn,Overtaking same direction,0,1,0,0,1,1,0,1,0,0,0,0,0.004611,0
161,Polygon,48,161,2,New England Hwy,220832,Hospitalisation,2005,September,Sunday,11,Sideswipe,Multi-Vehicle,151.95046,-27.578386,New England Hwy,South St,South Toowoomba,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Downs South West,Toowoomba - Central,Toowoomba,Toowoomba,Inner Regional,Toowoomba South,Groom,State-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,1,0,0,1,3,0,0,0,0,0,0,0.021678,0.000002
162,Polygon,1,162,2,Old Bruce Hwy,205065,Hospitalisation,2005,June,Saturday,14,Hit animal,Other,151.997644,-25.131155,Old Bruce Hwy,<Null>,Duingal,Bundaberg Region,4671,Childers,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Bundaberg Region - South,Bundaberg,Wide Bay,Inner Regional,Burnett,Hinkler,Locally-controlled,No Roadway Feature,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,609,Pass & Misc: Hit Animal,Hit animal,0,1,0,0,1,0,1,0,0,0,0,1,0.001189,0
163,Polygon,1,163,2,Old Capricorn Hwy,255351,Hospitalisation,2005,February,Sunday,10,Hit parked vehicle,Single Vehicle,150.457706,-23.43055,Old Capricorn Hwy,<Null>,Gracemere,Rockhampton Region,4702,Gracemere,Capricornia,Central,Central,Central Queensland,Gracemere,Rockhampton,Central Queensland,Inner Regional,Rockhampton,Flynn,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,601,Veh'S On Path: Parked,Hit parked vehicle,0,1,0,0,1,0,1,1,0,0,0,0,0.001181,0
164,Polygon,1,164,2,Palmerston Hwy,302775,Hospitalisation,2005,June,Saturday,6,Hit animal,Other,145.74342,-17.594782,Palmerston Hwy,<Null>,Palmerston,Cassowary Coast Region,4860,South Johnstone,Far North,Northern,Northern,North Queensland,Johnstone,Innisfail - Cassowary Coast,Cairns,Outer Regional,Hill,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Level,609,Pass & Misc: Hit Animal,Hit animal,0,2,0,0,2,1,0,0,0,0,0,1,0.001158,0
165,Polygon,15,165,2,Peak Downs Hwy,257905,Hospitalisation,2005,May,Wednesday,7,Hit object,Single Vehicle,147.689831,-22.658202,Peak Downs Hwy,<Null>,Wolfang,Isaac Region,4721,Clermont,Mackay,Central,Central,Central Queensland,Clermont,Bowen Basin - North,Mackay - Isaac - Whitsunday,Remote,Burdekin,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Curved - view obscured,Crest,607,Veh'S On Path: Temporary Object On C'Way,Other,0,1,0,0,1,0,0,1,0,0,0,0,0.014079,0.000001
166,Polygon,3,166,2,Sunshine Mwy,143604,Hospitalisation,2005,April,Tuesday,18,Hit object,Single Vehicle,153.073194,-26.535038,Sunshine Mwy,Yandina - Coolum Rd,Coolum Beach,Sunshine Coast Region,4573,Coolum,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Eumundi - Yandina,Nambour,Sunshine Coast,Inner Regional,Ninderry,Fairfax,State-controlled,Intersection - Roundabout,Give way sign,80 - 90 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,708,Off Path-Straight: Mounts Traffic Island,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.002394,0
167,Polygon,68,167,2,Warrego Hwy,188502,Hospitalisation,2005,April,Tuesday,20,Rear-end,Multi-Vehicle,152.53266,-27.55144,Warrego Hwy,Water St,Minden,Somerset Region,4311,Marburg,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Lockyer,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Grade,301,Veh'S Same Direction: Rear End,Rear-end,0,1,0,0,1,1,0,1,0,0,0,0,0.067057,0.000006
168,Polygon,3,168,2,Wide Bay Hwy,207079,Hospitalisation,2005,September,Sunday,13,Overturned,Single Vehicle,152.168056,-26.163805,Wide Bay Hwy,<Null>,Cinnabar,Gympie Region,4600,Kilkivan,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Kilkivan,Gympie - Cooloola,Wide Bay,Outer Regional,Nanango,Wide Bay,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Crest,801,Off Path-Curve: Off Cway Right Bend,Off carriageway on curve,0,1,0,0,1,1,0,0,0,0,0,0,0.003584,0
169,Polygon,2,169,2,Balonne Hwy,238457,Hospitalisation,2006,December,Wednesday,16,Angle,Multi-Vehicle,148.581596,-28.035684,Balonne Hwy,Henry St,St George,Balonne Shire,4487,Saint George,South West,Southern,Southern,Downs South West,Balonne,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Remote,Warrego,Maranoa,State-controlled,Intersection - Cross,Stop sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,1,0,0,1,2,0,0,0,0,0,0,0.002411,0
170,Polygon,20,170,2,Barkly Hwy,304298,Hospitalisation,2006,August,Thursday,11,Overturned,Single Vehicle,137.998245,-19.916012,Barkly Hwy,Mullan St,Camooweal,Mount Isa City,4828,Camooweal,Mount Isa,Northern,Northern,North Queensland,Mount Isa Region,Outback - North,Queensland - Outback,Very Remote,Traeger,Kennedy,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.016364,0.000002
171,Polygon,2,171,2,Barwon Hwy,232054,Hospitalisation,2006,August,Wednesday,13,Overturned,Single Vehicle,149.676541,-28.418794,Barwon Hwy,Meandarra - Talwood Rd,Bungunya,Goondiwindi Region,4494,Talwood,Darling Downs,Southern,Southern,Downs South West,Inglewood - Waggamba,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Remote,Southern Downs,Maranoa,State-controlled,Intersection - T-Junction,Give way sign,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,707,Off Path-Straight: Right Turn,Off carriageway on straight,0,1,0,0,1,0,0,1,0,0,0,0,0.002415,0
172,Polygon,6,172,2,Brisbane Valley Hwy,151018,Hospitalisation,2006,September,Saturday,9,Angle,Multi-Vehicle,152.639605,-27.431542,Brisbane Valley Hwy,Glamorgan Vale Rd,Fernvale,Somerset Region,4306,Lowood,Ipswich,Southern,SEQ North,North Coast and Wide Bay/Burnett,Lowood,Ipswich Hinterland,Ipswich,Inner Regional,Lockyer,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,408,Veh'S Manoeuvring: Entering From Footway,Vehicle leaving driveway,0,1,0,0,1,1,0,1,0,0,0,0,0.00721,0.000001
173,Polygon,515,173,2,Bruce Hwy,148123,Hospitalisation,2006,January,Wednesday,6,Rear-end,Multi-Vehicle,152.836467,-26.387536,Bruce Hwy,Pomona Connection Rd,Pomona,Noosa Shire,4568,Pomona,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Noosa Hinterland,Noosa Hinterland,Sunshine Coast,Inner Regional,Noosa,Wide Bay,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Dawn/Dusk,Straight,Dip,303,Veh'S Same Direction: Right Rear,Rear-end,0,4,0,0,4,2,0,0,0,0,0,0,0.306053,0.000029
174,Polygon,3,174,2,Bruce Hwy Off Ramp,148807,Hospitalisation,2006,March,Thursday,10,Rear-end,Multi-Vehicle,152.946355,-26.487635,Bruce Hwy Off Ramp,Eumundi - Noosa Rd,Eumundi,Sunshine Coast Region,4562,Eumundi,Sunshine Coast,Central,SEQ North,North Coast and Wide Bay/Burnett,Eumundi - Yandina,Nambour,Sunshine Coast,Inner Regional,Nicklin,Fairfax,State-controlled,Intersection - Roundabout,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,301,Veh'S Same Direction: Rear End,Rear-end,0,1,0,0,1,2,0,0,0,0,0,0,0.002395,0
175,Polygon,18,175,2,Bunya Hwy,214202,Hospitalisation,2006,August,Thursday,16,Angle,Multi-Vehicle,151.835954,-26.542377,Bunya Hwy,Markwell St,Kingaroy,South Burnett Region,4610,Kingaroy,South West,Southern,Southern,North Coast and Wide Bay/Burnett,Kingaroy,Burnett,Wide Bay,Inner Regional,Nanango,Maranoa,State-controlled,Intersection - Cross,Give way sign,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,1,0,0,1,1,0,0,0,1,0,0,0.011969,0.000001
176,Polygon,22,176,2,Burnett Hwy,205827,Hospitalisation,2006,April,Monday,11,Angle,Multi-Vehicle,151.121393,-25.367936,Burnett Hwy,Crown St,Eidsvold,North Burnett Region,4627,Eidsvold,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Monto - Eidsvold,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,Intersection - Cross,Stop sign,0 - 50 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,1,0,0,1,1,1,0,0,0,0,0,0.025042,0.000002
177,Polygon,31,177,2,Capricorn Hwy,240092,Hospitalisation,2006,June,Thursday,20,Hit animal,Other,147.089914,-23.670638,Capricorn Hwy,Fork Lagoons Rd,Port Wine,Barcaldine Region,4724,Alpha,South West,Southern,Central,Central Queensland,Barcaldine - Blackall,Outback - South,Queensland - Outback,Very Remote,Gregory,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,609,Pass & Misc: Hit Animal,Hit animal,0,2,0,0,2,1,0,0,0,0,0,1,0.030734,0.000003
178,Polygon,76,178,2,Captain Cook Hwy,286777,Hospitalisation,2006,September,Monday,14,Angle,Multi-Vehicle,145.758503,-16.904535,Captain Cook Hwy,Lily St,Cairns North,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Cairns City,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,State-controlled,Intersection - Cross,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,101,Veh'S Adjacent Approach: Thru-Thru,Intersection from adjacent approaches,0,3,0,0,3,3,0,0,0,0,0,0,0.037896,0.000004
179,Polygon,1,179,2,Captain Cook Hwy Access Rd,288350,Hospitalisation,2006,January,Thursday,17,Head-on,Multi-Vehicle,145.753614,-16.893762,Captain Cook Hwy Access Rd,<Null>,Cairns North,Cairns Region,4870,Cairns,Far North,Northern,Northern,North Queensland,Cairns City,Cairns - South,Cairns,Outer Regional,Cairns,Leichhardt,Locally-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,1,0,0,1,1,0,0,0,1,0,0,0.001156,0
180,Polygon,6,180,2,Carnarvon Hwy,238034,Hospitalisation,2006,November,Friday,22,Hit object,Single Vehicle,148.54996,-25.885069,Carnarvon Hwy,Kooragan Rd,Injune,Maranoa Region,4454,Injune,South West,Southern,Southern,Downs South West,Roma Region,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Remote,Warrego,Maranoa,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Unsealed - Wet,Raining,Darkness - Not lighted,Straight,Level,700,Off Path-Straight: Other,Other,0,2,0,0,2,1,0,0,0,0,0,0,0.005972,0.000001
181,Polygon,26,181,2,Cunningham Hwy,186684,Hospitalisation,2006,February,Tuesday,9,Sideswipe,Multi-Vehicle,152.590997,-27.935978,Cunningham Hwy,Leichhardt Hwy,Kalbar,Scenic Rim Region,4309,Kalbar,Ipswich,Southern,SEQ South,South Coast,Boonah,Ipswich Hinterland,Ipswich,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,201,Veh'S Opposite Approach: Head On,Head-on,0,1,0,0,1,1,0,1,0,0,0,0,0.021712,0.000002
182,Polygon,19,182,2,D'Aguilar Hwy,149614,Hospitalisation,2006,November,Friday,21,Hit object,Single Vehicle,152.601174,-26.930465,D'Aguilar Hwy,Unnamed Rd,Sandy Creek,Somerset Region,4515,Kilcoy,Moreton,Southern,SEQ North,North Coast and Wide Bay/Burnett,Kilcoy,Caboolture Hinterland,Moreton Bay - North,Inner Regional,Nanango,Blair,State-controlled,No Roadway Feature,No traffic control,60 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.021576,0.000002
183,Polygon,22,183,2,Dawson Hwy,240277,Hospitalisation,2006,January,Tuesday,15,Overturned,Single Vehicle,150.198553,-24.445672,Dawson Hwy,Kroombit St,Banana,Banana Shire,4702,Moura,Capricornia,Central,Central,Central Queensland,Banana,Biloela,Central Queensland,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,701,Off Path-Straight: Left Off Cway,Off carriageway on straight,0,1,0,0,1,1,0,0,0,0,0,0,0.020147,0.000002
184,Polygon,18,184,2,Flinders Hwy,269812,Hospitalisation,2006,January,Monday,6,Angle,Multi-Vehicle,146.289845,-20.063504,Flinders Hwy,Gregory Developmental Rd,Richmond Hill,Charters Towers Region,4820,Charters Towers,Townsville,Northern,Northern,North Queensland,Charters Towers,Charters Towers - Ayr - Ingham,Townsville,Outer Regional,Traeger,Kennedy,State-controlled,Intersection - T-Junction,No traffic control,80 - 90 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,202,Veh'S Opposite Approach: Thru-Right,Opposing vehicles turning,0,3,0,0,3,2,0,0,0,0,0,0,0.018666,0.000002
185,Polygon,19,185,2,Gore Hwy,222730,Hospitalisation,2006,June,Thursday,21,Angle,Multi-Vehicle,151.923637,-27.573665,Gore Hwy,South St,Harristown,Toowoomba Region,4350,Toowoomba,Darling Downs,Southern,Southern,Downs South West,Drayton - Harristown,Toowoomba,Toowoomba,Inner Regional,Toowoomba South,Groom,State-controlled,Intersection - Cross,Operating traffic lights,60 km/h,Sealed - Dry,Clear,Darkness - Lighted,Straight,Level,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,0,2,0,0,2,2,0,0,0,0,0,0,0.015659,0.000001
186,Polygon,7,186,2,Gregory Hwy,241496,Hospitalisation,2006,September,Wednesday,18,Overturned,Single Vehicle,147.861609,-23.00486,Gregory Hwy,Scant St,Hibernia,Central Highlands Region,4723,Capella,Capricornia,Central,Central,Central Queensland,Central Highlands - West,Central Highlands (qld),Central Queensland,Remote,Gregory,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Dawn/Dusk,Straight,Level,701,Off Path-Straight: Left Off Cway,Off carriageway on straight,0,2,0,0,2,1,0,0,0,0,0,0,0.004721,0
187,Polygon,24,187,2,Isis Hwy,199902,Fatal,2006,October,Saturday,11,Angle,Multi-Vehicle,151.892134,-25.635725,Isis Hwy,Seccombes Rd,Coalstoun Lakes,North Burnett Region,4621,Biggenden,Wide Bay Burnett,Central,Southern,North Coast and Wide Bay/Burnett,Gayndah - Mundubbera,Burnett,Wide Bay,Outer Regional,Callide,Flynn,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Grade,500,Veh'S Overtaking: Other,Other,2,1,0,0,3,1,0,1,0,0,0,0,0.015466,0.000001
188,Polygon,36,188,2,Kennedy Hwy,284833,Hospitalisation,2006,February,Sunday,8,Angle,Multi-Vehicle,145.507418,-17.434154,Kennedy Hwy,Mckell Rd,Upper Barron,Tablelands Region,4883,Malanda,Far North,Northern,Northern,North Queensland,Malanda - Yungaburra,Tablelands (east) - Kuranda,Cairns,Outer Regional,Hill,Kennedy,State-controlled,Intersection - T-Junction,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view obscured,Grade,104,Veh'S Adjacent Approach: Thru-Right,Intersection from adjacent approaches,0,1,0,0,1,2,0,0,0,0,0,0,0.024793,0.000002
189,Polygon,6,189,2,Landsborough Hwy,239895,Hospitalisation,2006,November,Monday,13,Overturned,Single Vehicle,146.618652,-25.855885,Landsborough Hwy,<Null>,Augathella,Murweh Shire,4477,Augathella,South West,Southern,Southern,Downs South West,Charleville,Outback - South,Queensland - Outback,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,705,Off Path-Straight:Out Of Control On Cway,Out of control on straight,0,4,0,0,4,0,0,0,0,0,0,1,0.007082,0.000001
190,Polygon,7,190,2,Leichhardt Hwy,232048,Hospitalisation,2006,May,Wednesday,2,Overturned,Single Vehicle,150.356449,-27.868688,Leichhardt Hwy,Warrego Hwy,Moonie,Goondiwindi Region,4406,Goondiwindi,Darling Downs,Southern,Southern,Downs South West,Tara,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Southern Downs,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Straight,Level,702,Off Path-Straight: Right Off Cway,Off carriageway on straight,0,1,0,0,1,0,0,1,0,0,0,0,0.008362,0.000001
191,Polygon,3,191,2,Mitchell Hwy,239562,Fatal,2006,January,Monday,12,Overturned,Single Vehicle,145.738875,-28.323719,Mitchell Hwy,<Null>,Cunnamulla,Paroo Shire,4490,Cunnamulla,South West,Southern,Southern,Downs South West,Far South West,Outback - South,Queensland - Outback,Very Remote,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,805,Off Path-Curve: Out Of Control On Cway,Out of control on curve,1,2,0,0,3,1,0,0,0,0,0,0,0.003597,0
192,Polygon,8,192,2,Moonie Hwy,230024,Hospitalisation,2006,October,Thursday,14,Overturned,Single Vehicle,150.843535,-27.34069,Moonie Hwy,Moonie Hwy,Marmadua,Western Downs Region,4405,Tara,South West,Southern,Southern,Downs South West,Tara,Darling Downs (west) - Maranoa,Darling Downs - Maranoa,Outer Regional,Warrego,Maranoa,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Level,702,Off Path-Straight: Right Off Cway,Off carriageway on straight,0,2,0,0,2,1,0,0,0,0,0,0,0.008421,0.000001
193,Polygon,29,193,2,Mt Lindesay Hwy,67872,Fatal,2006,April,Monday,8,Angle,Multi-Vehicle,152.978513,-28.012103,Mt Lindesay Hwy,Mundoolun Rd,Beaudesert,Scenic Rim Region,4285,Beaudesert,Logan,South Eastern,SEQ South,South Coast,Beaudesert,Beaudesert,Logan - Beaudesert,Inner Regional,Scenic Rim,Wright,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,400,Veh'S Manoeuvring: Other,Other,1,0,0,0,1,0,1,1,0,0,0,0,0.012081,0.000001
194,Polygon,2,194,2,Mulligan Hwy,292578,Fatal,2006,January,Thursday,17,Hit object,Single Vehicle,145.099786,-15.693868,Mulligan Hwy,<Null>,Lakeland,Cook Shire,4871,Cooktown,Far North,Northern,Northern,North Queensland,Cape York,Far North,Queensland - Outback,Remote,Cook,Leichhardt,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Wet,Raining,Daylight,Straight,Level,703,Off Path-Straight: Left Off Cway Hit Obj,Off carriageway on straight hit object,1,0,0,0,1,1,0,0,0,0,0,0,0.002305,0
195,Polygon,54,195,2,New England Hwy,190748,Hospitalisation,2006,October,Friday,22,Hit object,Single Vehicle,151.942736,-27.625006,New England Hwy,South St,Top Camp,Toowoomba Region,4350,Drayton,Darling Downs,Southern,Southern,Downs South West,Cambooya - Wyreema,Toowoomba,Toowoomba,Inner Regional,Condamine,Groom,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Darkness - Not lighted,Curved - view obscured,Grade,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.030267,0.000003
196,Polygon,13,196,2,Peak Downs Hwy,257920,Hospitalisation,2006,January,Wednesday,8,Overturned,Single Vehicle,147.636208,-22.735929,Peak Downs Hwy,<Null>,Clermont,Isaac Region,4721,Clermont,Mackay,Central,Central,Central Queensland,Clermont,Bowen Basin - North,Mackay - Isaac - Whitsunday,Remote,Burdekin,Capricornia,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Curved - view open,Level,803,Off Path-Curve: Off Cway Rt Bend Hit Obj,Off carriageway on curve hit object,0,1,0,0,1,1,0,0,0,0,0,0,0.015269,0.000001
197,Polygon,39,197,2,Warrego Hwy,188603,Hospitalisation,2006,January,Tuesday,13,Rear-end,Multi-Vehicle,152.655401,-27.57398,Warrego Hwy,<Null>,Haigslea,Ipswich City,4306,Marburg,Ipswich,Southern,SEQ South,Metropolitan,Rosewood,Ipswich Hinterland,Ipswich,Inner Regional,Ipswich West,Blair,State-controlled,No Roadway Feature,No traffic control,100 - 110 km/h,Sealed - Dry,Clear,Daylight,Straight,Crest,301,Veh'S Same Direction: Rear End,Rear-end,0,1,0,0,1,3,0,0,0,0,0,0,0.038448,0.000004
